Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Skills,Performance_Score,Layoff_Risk,Skill_Count,Experience_Age_Ratio,Employee_Risk_Score,Employee_Risk_Level
Bachelors,2015,New Delhi,2,33,Female,No,4,1,"java,microservices,spring boot",4,1,3,0.12121212121212122,0.7891392199080476,High
Bachelors,2012,Bangalore,3,41,Male,Yes,0,0,"javascript,react,ui/ux",4,0,3,0.0,0.13713873847286123,Low
Bachelors,2017,New Delhi,2,35,Female,No,5,0,"aws,docker,kubernetes",4,0,3,0.14285714285714285,0.16726223068443016,Low
Bachelors,2013,Bangalore,3,36,Male,No,5,0,"cybersecurity,networking",2,0,2,0.1388888888888889,0.07109438647704291,Low
Bachelors,2013,Pune,3,37,Male,No,1,0,"machine learning,python",1,0,2,0.02702702702702703,0.065596077747994,Low
Bachelors,2013,New Delhi,1,37,Female,No,1,0,"ci/cd,devops,linux",1,0,3,0.02702702702702703,0.5149658920713974,Low
Bachelors,2014,Bangalore,3,39,Male,No,5,0,"data engineering,spark",5,0,2,0.1282051282051282,0.14134207702626192,Low
Bachelors,2017,Bangalore,3,38,Female,No,2,0,"data analysis,python,sql",5,0,3,0.05263157894736842,0.16208036325159572,Low
Bachelors,2013,Pune,2,34,Female,No,1,1,"java,microservices,spring boot",5,1,3,0.029411764705882353,0.9403208243688729,High
Bachelors,2017,Pune,2,33,Female,No,4,1,"javascript,react,ui/ux",2,1,3,0.12121212121212122,0.9410578086612222,High
Bachelors,2013,Bangalore,3,32,Female,No,1,0,"aws,docker,kubernetes",3,0,3,0.03125,0.2496672925174463,Low
Masters,2014,Bangalore,3,38,Female,No,4,1,"cybersecurity,networking",3,1,2,0.10526315789473684,0.7888369150555058,High
Bachelors,2017,Bangalore,3,32,Male,No,5,0,"machine learning,python",4,0,2,0.15625,0.06446191269593396,Low
Masters,2016,New Delhi,3,41,Male,No,5,1,"ci/cd,devops,linux",1,1,3,0.12195121951219512,0.5181924301473891,Low
Masters,2014,Pune,3,36,Female,No,2,0,"data engineering,spark",1,0,2,0.05555555555555555,0.16702583004807933,Low
Bachelors,2017,New Delhi,3,34,Female,No,2,1,"data analysis,python,sql",2,1,3,0.058823529411764705,0.36765838415123236,Low
Bachelors,2017,Bangalore,3,34,Male,Yes,0,0,"java,microservices,spring boot",2,0,3,0.0,0.08970994450543798,Low
Bachelors,2016,Bangalore,3,35,Male,No,4,0,"javascript,react,ui/ux",4,0,3,0.11428571428571428,0.11511405980209026,Low
Masters,2015,New Delhi,3,38,Male,No,1,0,"aws,docker,kubernetes",1,0,3,0.02631578947368421,0.12259865618813981,Low
Bachelors,2016,Bangalore,3,32,Male,Yes,5,0,"cybersecurity,networking",4,0,2,0.15625,0.06642993895313411,Low
Bachelors,2015,Pune,3,37,Female,No,2,1,"machine learning,python",1,1,2,0.05405405405405406,0.6295034066952693,High
Bachelors,2017,Bangalore,2,32,Female,No,2,1,"ci/cd,devops,linux",1,1,3,0.0625,0.7933727388180883,High
Masters,2017,New Delhi,2,36,Male,No,3,0,"data engineering,spark",2,0,2,0.08333333333333333,0.16596645754590575,Low
Bachelors,2012,Bangalore,3,41,Male,No,3,0,"data analysis,python,sql",2,0,3,0.07317073170731707,0.08490614784838846,Low
Bachelors,2017,Pune,3,37,Female,No,5,0,"java,microservices,spring boot",3,0,3,0.13513513513513514,0.6941604051589281,High
Bachelors,2018,Bangalore,3,34,Female,No,3,1,"javascript,react,ui/ux",3,1,3,0.08823529411764706,0.9221370253071546,High
Bachelors,2016,Pune,3,31,Male,No,0,1,"aws,docker,kubernetes",4,1,3,0.0,0.30274162293945917,Low
Bachelors,2017,Bangalore,3,41,Male,No,1,0,"cybersecurity,networking",5,0,2,0.024390243902439025,0.1095221004200746,Low
Bachelors,2015,New Delhi,3,35,Female,No,3,0,"machine learning,python",2,0,2,0.08571428571428572,0.1020026406002428,Low
Bachelors,2015,Bangalore,3,37,Female,No,5,0,"ci/cd,devops,linux",4,0,3,0.13513513513513514,0.108450029891585,Low
Bachelors,2016,Bangalore,3,34,Male,No,4,0,"data engineering,spark",1,0,2,0.11764705882352941,0.06111929911994244,Low
Masters,2017,Bangalore,2,40,Female,Yes,2,0,"data analysis,python,sql",4,0,3,0.05,0.4150164555385788,Low
Bachelors,2015,Bangalore,3,39,Male,No,5,1,"java,microservices,spring boot",5,1,3,0.1282051282051282,0.38925946140300133,Low
Bachelors,2013,Pune,3,37,Male,No,2,0,"javascript,react,ui/ux",3,0,3,0.05405405405405406,0.05072400569778168,Low
Bachelors,2015,Pune,2,36,Female,Yes,1,1,"aws,docker,kubernetes",5,1,3,0.027777777777777776,0.9416095003851128,High
Bachelors,2014,Bangalore,3,35,Female,No,2,0,"cybersecurity,networking",1,0,2,0.05714285714285714,0.25267399360924947,Low
Masters,2013,Bangalore,3,37,Female,No,3,1,"machine learning,python",3,1,2,0.08108108108108109,0.844374235615742,High
Bachelors,2013,New Delhi,3,41,Female,No,1,0,"ci/cd,devops,linux",2,0,3,0.024390243902439025,0.257393710135025,Low
Masters,2017,New Delhi,2,40,Male,No,2,0,"data engineering,spark",3,0,2,0.05,0.13945858101620712,Low
Bachelors,2016,Bangalore,3,37,Male,No,2,0,"data analysis,python,sql",3,0,3,0.05405405405405406,0.09162205393781428,Low
Masters,2013,New Delhi,3,40,Female,No,2,1,"java,microservices,spring boot",4,1,3,0.05,0.6179402189953271,Medium
Bachelors,2015,Bangalore,3,39,Male,No,5,0,"javascript,react,ui/ux",1,0,3,0.1282051282051282,0.06765340797667745,Low
Masters,2015,Pune,2,33,Female,No,4,0,"aws,docker,kubernetes",1,0,3,0.12121212121212122,0.17207535621158027,Low
Bachelors,2012,Bangalore,3,36,Male,No,1,1,"cybersecurity,networking",4,1,2,0.027777777777777776,0.31128443425937524,Low
Bachelors,2012,Bangalore,3,36,Male,No,5,0,"machine learning,python",1,0,2,0.1388888888888889,0.07917656263081838,Low
Bachelors,2015,Bangalore,3,38,Male,No,3,0,"ci/cd,devops,linux",5,0,3,0.07894736842105263,0.14987672728948978,Low
Bachelors,2017,New Delhi,2,37,Female,No,5,0,"data engineering,spark",5,0,2,0.13513513513513514,0.1823530210836509,Low
Masters,2017,New Delhi,3,34,Female,No,2,0,"data analysis,python,sql",2,0,3,0.058823529411764705,0.24207436642954394,Low
Bachelors,2013,Bangalore,3,31,Male,No,2,1,"java,microservices,spring boot",5,1,3,0.06451612903225806,0.5673430392287638,Medium
Bachelors,2013,Bangalore,3,38,Male,No,5,0,"javascript,react,ui/ux",5,0,3,0.13157894736842105,0.11972820058961868,Low
Bachelors,2017,Bangalore,3,36,Male,No,3,0,"aws,docker,kubernetes",1,0,3,0.08333333333333333,0.15252409491032953,Low
Bachelors,2012,Bangalore,3,40,Male,No,1,0,"cybersecurity,networking",4,0,2,0.025,0.12073728955050762,Low
Bachelors,2017,Bangalore,3,41,Male,No,5,1,"machine learning,python",3,1,2,0.12195121951219512,0.36419007799850966,Low
Bachelors,2015,Bangalore,3,31,Female,No,4,0,"ci/cd,devops,linux",3,0,3,0.12903225806451613,0.13962159149641473,Low
Bachelors,2017,New Delhi,3,41,Male,No,2,0,"data engineering,spark",3,0,2,0.04878048780487805,0.08091950965385104,Low
Bachelors,2015,New Delhi,3,31,Female,No,3,0,"data analysis,python,sql",1,0,3,0.0967741935483871,0.07417495425463215,Low
Bachelors,2017,Pune,3,31,Female,No,0,1,"java,microservices,spring boot",2,1,3,0.0,0.829586831346995,High
Bachelors,2017,New Delhi,2,37,Male,No,0,0,"javascript,react,ui/ux",4,0,3,0.0,0.07424176385059203,Low
Bachelors,2012,Pune,3,39,Male,No,0,0,"aws,docker,kubernetes",1,0,3,0.0,0.08071042351997865,Low
Bachelors,2014,Bangalore,3,38,Male,No,3,0,"cybersecurity,networking",5,0,2,0.07894736842105263,0.10433662249283071,Low
Bachelors,2013,Pune,3,40,Female,No,2,1,"machine learning,python",4,1,2,0.05,0.6192199220775472,Medium
Bachelors,2013,Pune,3,36,Male,No,1,0,"ci/cd,devops,linux",2,0,3,0.027777777777777776,0.04743788689351329,Low
Bachelors,2016,Bangalore,3,41,Male,No,3,0,"data engineering,spark",4,0,2,0.07317073170731707,0.0973623144554464,Low
Bachelors,2018,Bangalore,3,32,Female,No,2,1,"data analysis,python,sql",1,1,3,0.0625,0.9295944112877945,High
Masters,2018,Bangalore,3,40,Female,No,3,1,"java,microservices,spring boot",5,1,3,0.075,0.9012643809483165,High
Bachelors,2012,Bangalore,3,39,Female,No,2,0,"javascript,react,ui/ux",4,0,3,0.05128205128205128,0.17801665670003533,Low
Bachelors,2014,New Delhi,3,33,Male,No,3,0,"aws,docker,kubernetes",1,0,3,0.09090909090909091,0.07037370348585463,Low
Bachelors,2012,Bangalore,3,32,Male,No,4,0,"cybersecurity,networking",4,0,2,0.125,0.06925392122390586,Low
Bachelors,2018,Bangalore,3,41,Male,No,5,1,"machine learning,python",3,1,2,0.12195121951219512,0.9240977085366557,High
Bachelors,2016,Bangalore,3,36,Male,No,2,0,"ci/cd,devops,linux",5,0,3,0.05555555555555555,0.09386092761130774,Low
Bachelors,2016,Bangalore,3,31,Male,No,0,0,"data engineering,spark",3,0,2,0.0,0.1826952665917906,Low
Bachelors,2014,Bangalore,3,37,Male,No,4,0,"data analysis,python,sql",2,0,3,0.10810810810810811,0.057540186720789345,Low
Bachelors,2014,Bangalore,3,33,Male,No,5,1,"java,microservices,spring boot",5,1,3,0.15151515151515152,0.35552495858250094,Low
Masters,2018,Pune,3,31,Male,No,2,1,"javascript,react,ui/ux",4,1,3,0.06451612903225806,0.9256744330628365,High
Bachelors,2017,New Delhi,3,35,Female,No,5,0,"aws,docker,kubernetes",3,0,3,0.14285714285714285,0.11695271831359781,Low
Bachelors,2015,Pune,1,32,Female,No,5,1,"cybersecurity,networking",1,1,2,0.15625,0.936763468310352,High
Masters,2017,New Delhi,3,41,Female,No,2,0,"machine learning,python",3,0,2,0.04878048780487805,0.45073250576857726,Low
Masters,2017,New Delhi,2,36,Female,No,1,0,"ci/cd,devops,linux",1,0,3,0.027777777777777776,0.3041051991492571,Low
Masters,2017,Pune,3,35,Male,No,1,0,"data engineering,spark",4,0,2,0.02857142857142857,0.38677870121773167,Low
Masters,2017,New Delhi,3,35,Male,No,1,1,"data analysis,python,sql",3,1,3,0.02857142857142857,0.5555250858087034,Medium
Bachelors,2015,New Delhi,3,33,Male,No,1,0,"java,microservices,spring boot",3,0,3,0.030303030303030304,0.0633399943987629,Low
Bachelors,2014,Bangalore,3,38,Female,No,4,0,"javascript,react,ui/ux",2,0,3,0.10526315789473684,0.10577282464380118,Low
Bachelors,2015,New Delhi,2,33,Female,No,3,1,"aws,docker,kubernetes",3,1,3,0.09090909090909091,0.8007710256724712,High
Masters,2018,New Delhi,3,31,Female,Yes,2,1,"cybersecurity,networking",4,1,2,0.06451612903225806,0.9243657416224362,High
PHD,2015,Bangalore,3,31,Male,No,3,0,"machine learning,python",5,0,2,0.0967741935483871,0.09373613405269438,Low
Bachelors,2013,Bangalore,3,37,Male,No,5,0,"ci/cd,devops,linux",2,0,3,0.13513513513513514,0.12040845322784197,Low
Bachelors,2014,Bangalore,3,32,Male,No,1,0,"data engineering,spark",3,0,2,0.03125,0.11092351843468462,Low
Bachelors,2017,Bangalore,3,33,Male,No,3,0,"data analysis,python,sql",1,0,3,0.09090909090909091,0.11286069505016347,Low
Bachelors,2014,Bangalore,3,37,Male,No,5,0,"java,microservices,spring boot",3,0,3,0.13513513513513514,0.11201419435904518,Low
Bachelors,2012,Bangalore,3,32,Male,No,3,0,"javascript,react,ui/ux",5,0,3,0.09375,0.19531574096041152,Low
Bachelors,2015,Pune,3,40,Female,Yes,2,1,"aws,docker,kubernetes",2,1,3,0.05,0.8464267790498334,High
Bachelors,2014,Pune,1,40,Female,No,1,1,"cybersecurity,networking",5,1,2,0.025,0.9382883927200819,High
Masters,2013,New Delhi,2,32,Male,No,2,1,"machine learning,python",4,1,2,0.0625,0.6625576104555995,High
Masters,2017,Bangalore,2,39,Female,No,2,1,"ci/cd,devops,linux",4,1,3,0.05128205128205128,0.7473436086719548,High
PHD,2016,New Delhi,3,41,Male,No,1,0,"data engineering,spark",1,0,2,0.024390243902439025,0.10974530344697941,Low
PHD,2014,New Delhi,3,32,Female,No,0,0,"data analysis,python,sql",5,0,3,0.0,0.22395321545102576,Low
Bachelors,2017,Bangalore,3,38,Male,No,0,1,"java,microservices,spring boot",1,1,3,0.0,0.12291485737240573,Low
Masters,2017,New Delhi,2,31,Female,Yes,2,0,"javascript,react,ui/ux",5,0,3,0.06451612903225806,0.36054503583644515,Low
Bachelors,2018,Bangalore,3,38,Male,Yes,3,1,"aws,docker,kubernetes",1,1,3,0.07894736842105263,0.9206132174175146,High
Bachelors,2016,Bangalore,3,32,Male,No,4,0,"cybersecurity,networking",2,0,2,0.125,0.054282389288322255,Low
Bachelors,2017,Pune,2,35,Female,No,5,1,"machine learning,python",4,1,2,0.14285714285714285,0.9288658325347798,High
Bachelors,2013,Bangalore,3,34,Male,No,5,0,"ci/cd,devops,linux",4,0,3,0.14705882352941177,0.12898153869182735,Low
Bachelors,2018,Bangalore,3,38,Male,Yes,1,1,"data engineering,spark",5,1,2,0.02631578947368421,0.9034910420135004,High
Bachelors,2014,Pune,1,36,Female,No,1,1,"data analysis,python,sql",5,1,3,0.027777777777777776,0.9381118139953374,High
Bachelors,2015,Bangalore,3,34,Female,Yes,2,0,"java,microservices,spring boot",5,0,3,0.058823529411764705,0.13185924284607384,Low
Masters,2015,New Delhi,3,39,Female,No,2,0,"javascript,react,ui/ux",1,0,3,0.05128205128205128,0.24851357557245918,Low
Masters,2017,New Delhi,1,40,Female,No,0,0,"aws,docker,kubernetes",2,0,3,0.0,0.18036457238963505,Low
Bachelors,2016,Bangalore,3,38,Male,Yes,1,0,"cybersecurity,networking",4,0,2,0.02631578947368421,0.08667324792275677,Low
Bachelors,2015,Pune,3,35,Male,No,3,0,"machine learning,python",2,0,2,0.08571428571428572,0.06121633641392943,Low
Bachelors,2014,Pune,2,31,Male,No,3,1,"ci/cd,devops,linux",1,1,3,0.0967741935483871,0.6678427220009768,High
Bachelors,2017,Pune,3,41,Male,No,2,0,"data engineering,spark",2,0,2,0.04878048780487805,0.06928713406576129,Low
Bachelors,2017,Bangalore,3,35,Female,No,3,0,"data analysis,python,sql",5,0,3,0.08571428571428572,0.289864278081059,Low
Bachelors,2018,Bangalore,3,33,Male,No,5,1,"java,microservices,spring boot",1,1,3,0.15151515151515152,0.9130428605998026,High
Bachelors,2017,New Delhi,2,33,Male,No,5,0,"javascript,react,ui/ux",3,0,3,0.15151515151515152,0.05592301101549766,Low
Bachelors,2016,New Delhi,3,31,Female,Yes,4,0,"aws,docker,kubernetes",2,0,3,0.12903225806451613,0.09817439135920143,Low
Masters,2013,New Delhi,3,35,Male,No,4,0,"cybersecurity,networking",1,0,2,0.11428571428571428,0.21557492912852472,Low
Bachelors,2016,Bangalore,3,37,Female,No,1,0,"machine learning,python",1,0,2,0.02702702702702703,0.11696144301949726,Low
Bachelors,2015,Bangalore,3,31,Male,No,5,0,"ci/cd,devops,linux",1,0,3,0.16129032258064516,0.07777903639398855,Low
Bachelors,2012,Bangalore,3,35,Male,No,1,1,"data engineering,spark",2,1,2,0.02857142857142857,0.45680965711379606,Low
Bachelors,2014,Bangalore,3,32,Male,No,3,0,"data analysis,python,sql",2,0,3,0.09375,0.1517260314358394,Low
Bachelors,2015,Bangalore,3,32,Female,No,0,0,"java,microservices,spring boot",1,0,3,0.0,0.17198488246470725,Low
Bachelors,2017,Bangalore,3,40,Female,No,5,0,"javascript,react,ui/ux",4,0,3,0.125,0.10980292970150259,Low
Bachelors,2012,Bangalore,3,34,Male,No,5,0,"aws,docker,kubernetes",4,0,3,0.14705882352941177,0.0798419284507412,Low
Bachelors,2014,Pune,3,37,Male,No,4,0,"cybersecurity,networking",4,0,2,0.10810810810810811,0.051535643470701276,Low
PHD,2015,Bangalore,3,40,Male,No,3,0,"machine learning,python",1,0,2,0.075,0.1279717104898483,Low
Masters,2017,New Delhi,2,34,Female,No,2,1,"ci/cd,devops,linux",3,1,3,0.058823529411764705,0.7185392278791813,High
Bachelors,2015,Pune,2,32,Female,No,3,1,"data engineering,spark",2,1,2,0.09375,0.946788596026112,High
Bachelors,2013,Bangalore,3,33,Male,No,1,0,"data analysis,python,sql",2,0,3,0.030303030303030304,0.10236915525201626,Low
Bachelors,2015,Bangalore,3,38,Male,No,3,1,"java,microservices,spring boot",3,1,3,0.07894736842105263,0.4100369888008911,Low
Masters,2017,New Delhi,2,41,Male,No,3,1,"javascript,react,ui/ux",4,1,3,0.07317073170731707,0.555959058491412,Medium
Masters,2017,New Delhi,1,36,Female,No,0,0,"aws,docker,kubernetes",3,0,3,0.0,0.1795757535877532,Low
Bachelors,2016,Bangalore,3,33,Male,No,1,0,"cybersecurity,networking",3,0,2,0.030303030303030304,0.21591565638539761,Low
Bachelors,2014,Pune,3,31,Male,No,5,0,"machine learning,python",5,0,2,0.16129032258064516,0.05233976281453241,Low
Bachelors,2013,Pune,2,34,Female,No,3,1,"ci/cd,devops,linux",3,1,3,0.08823529411764706,0.9412083102708053,High
Bachelors,2017,Bangalore,3,31,Male,No,1,0,"data engineering,spark",1,0,2,0.03225806451612903,0.13995349668973883,Low
Bachelors,2016,New Delhi,2,36,Female,No,4,1,"data analysis,python,sql",1,1,3,0.1111111111111111,0.6890658504829815,High
Bachelors,2013,Bangalore,3,38,Male,No,5,0,"java,microservices,spring boot",5,0,3,0.13157894736842105,0.2534146039573427,Low
Bachelors,2015,Pune,2,39,Female,Yes,1,1,"javascript,react,ui/ux",5,1,3,0.02564102564102564,0.9411045489486443,High
Bachelors,2014,Pune,3,31,Male,No,3,0,"aws,docker,kubernetes",2,0,3,0.0967741935483871,0.052955294370794416,Low
Bachelors,2015,New Delhi,3,40,Male,No,3,1,"cybersecurity,networking",4,1,2,0.075,0.2742763285516652,Low
Bachelors,2013,Bangalore,3,39,Male,No,0,0,"machine learning,python",4,0,2,0.0,0.12232424160774999,Low
Bachelors,2015,Bangalore,3,32,Female,No,4,0,"ci/cd,devops,linux",4,0,3,0.125,0.09628149834717739,Low
Bachelors,2014,Bangalore,3,34,Male,No,1,0,"data engineering,spark",3,0,2,0.029411764705882353,0.11640563575200939,Low
Masters,2015,New Delhi,3,38,Male,No,1,0,"data analysis,python,sql",3,0,3,0.02631578947368421,0.23966918396309939,Low
Bachelors,2014,Bangalore,1,39,Male,No,2,0,"java,microservices,spring boot",1,0,3,0.05128205128205128,0.12278385900763351,Low
Bachelors,2014,Bangalore,3,39,Male,No,5,0,"javascript,react,ui/ux",2,0,3,0.1282051282051282,0.05888038588280303,Low
Bachelors,2016,Bangalore,3,33,Male,No,1,0,"aws,docker,kubernetes",4,0,3,0.030303030303030304,0.20100960855536218,Low
Bachelors,2018,Pune,2,34,Female,No,4,1,"cybersecurity,networking",3,1,2,0.11764705882352941,0.945521542465354,High
Bachelors,2017,Pune,3,38,Male,Yes,1,0,"machine learning,python",4,0,2,0.02631578947368421,0.12450612582777013,Low
Masters,2017,New Delhi,2,33,Male,No,2,0,"ci/cd,devops,linux",5,0,3,0.06060606060606061,0.13951922794841526,Low
Bachelors,2014,Bangalore,3,41,Male,No,5,0,"data engineering,spark",5,0,2,0.12195121951219512,0.11326639721213598,Low
Masters,2017,Pune,1,39,Male,No,0,0,"data analysis,python,sql",5,0,3,0.0,0.16895558534849317,Low
Masters,2013,Pune,3,39,Male,No,2,0,"java,microservices,spring boot",1,0,3,0.05128205128205128,0.13512387365434425,Low
Bachelors,2014,Bangalore,3,41,Male,No,5,0,"javascript,react,ui/ux",1,0,3,0.12195121951219512,0.07106190620945203,Low
Bachelors,2012,Bangalore,3,40,Male,No,4,0,"aws,docker,kubernetes",3,0,3,0.1,0.06760370716225797,Low
Bachelors,2014,Bangalore,3,36,Male,No,0,0,"cybersecurity,networking",4,0,2,0.0,0.11979915189526105,Low
Bachelors,2015,Bangalore,3,34,Male,No,0,0,"machine learning,python",2,0,2,0.0,0.13183119415200822,Low
Bachelors,2013,Bangalore,3,32,Male,No,5,1,"ci/cd,devops,linux",2,1,3,0.15625,0.284773899103401,Low
Bachelors,2015,Bangalore,3,31,Male,No,4,0,"data engineering,spark",1,0,2,0.12903225806451613,0.06297369005320899,Low
Bachelors,2012,Bangalore,3,36,Male,Yes,0,0,"data analysis,python,sql",3,0,3,0.0,0.1305288737866842,Low
Masters,2017,Pune,2,35,Male,No,1,1,"java,microservices,spring boot",4,1,3,0.02857142857142857,0.6061315854959792,Medium
Bachelors,2017,Bangalore,3,32,Male,No,2,0,"javascript,react,ui/ux",3,0,3,0.0625,0.10686076447349366,Low
Bachelors,2017,Pune,3,33,Male,Yes,5,0,"aws,docker,kubernetes",2,0,3,0.15151515151515152,0.07426826645520121,Low
Bachelors,2016,Bangalore,3,34,Male,No,2,0,"cybersecurity,networking",1,0,2,0.058823529411764705,0.11576847551274647,Low
Bachelors,2017,Bangalore,3,39,Male,No,3,0,"machine learning,python",5,0,2,0.07692307692307693,0.10197286659060664,Low
Bachelors,2018,Bangalore,3,38,Male,No,0,1,"ci/cd,devops,linux",5,1,3,0.0,0.913280954290588,High
Bachelors,2012,Pune,2,35,Female,No,1,1,"data engineering,spark",5,1,2,0.02857142857142857,0.9347026640488807,High
Bachelors,2015,Pune,2,40,Female,Yes,5,1,"data analysis,python,sql",5,1,3,0.125,0.9376908470068914,High
Bachelors,2017,Pune,3,41,Male,No,3,0,"java,microservices,spring boot",1,0,3,0.07317073170731707,0.06701864118128757,Low
Bachelors,2016,Bangalore,1,33,Female,Yes,3,0,"javascript,react,ui/ux",4,0,3,0.09090909090909091,0.22688806466791583,Low
Masters,2017,New Delhi,1,40,Male,No,0,0,"aws,docker,kubernetes",5,0,3,0.0,0.1675939158720218,Low
Bachelors,2018,Bangalore,3,33,Female,No,3,1,"cybersecurity,networking",1,1,2,0.09090909090909091,0.90828402347628,High
Bachelors,2015,Bangalore,3,38,Male,No,1,1,"machine learning,python",5,1,2,0.02631578947368421,0.42408613684107915,Low
Masters,2017,Bangalore,2,32,Male,No,2,0,"ci/cd,devops,linux",1,0,3,0.0625,0.21988170734789403,Low
Bachelors,2014,Pune,3,32,Male,Yes,2,0,"data engineering,spark",5,0,2,0.0625,0.08811886014103935,Low
Bachelors,2015,New Delhi,3,32,Female,No,2,0,"data analysis,python,sql",1,0,3,0.0625,0.10205134174296389,Low
Bachelors,2016,Pune,2,37,Female,No,2,1,"java,microservices,spring boot",2,1,3,0.05405405405405406,0.9364938763444168,High
Bachelors,2015,Bangalore,3,40,Male,No,5,0,"javascript,react,ui/ux",2,0,3,0.125,0.05070843310085017,Low
Bachelors,2016,Bangalore,3,38,Male,No,1,0,"aws,docker,kubernetes",2,0,3,0.02631578947368421,0.08948003033236032,Low
PHD,2018,New Delhi,3,33,Female,No,4,1,"cybersecurity,networking",2,1,2,0.12121212121212122,0.9148569270284674,High
Masters,2017,New Delhi,2,40,Male,No,4,0,"machine learning,python",5,0,2,0.1,0.13615797478625832,Low
Masters,2017,New Delhi,2,35,Male,No,2,0,"ci/cd,devops,linux",2,0,3,0.05714285714285714,0.1603836393942611,Low
Bachelors,2016,Bangalore,3,33,Male,No,3,0,"data engineering,spark",4,0,2,0.09090909090909091,0.07675472949129199,Low
Bachelors,2017,Bangalore,3,37,Male,No,4,0,"data analysis,python,sql",4,0,3,0.10810810810810811,0.0868486345269022,Low
Bachelors,2013,Bangalore,3,38,Male,No,0,0,"java,microservices,spring boot",3,0,3,0.0,0.08995963504781902,Low
Bachelors,2018,Bangalore,3,32,Male,No,2,1,"javascript,react,ui/ux",5,1,3,0.0625,0.935703279349064,High
Bachelors,2017,Bangalore,3,40,Female,No,2,0,"aws,docker,kubernetes",5,0,3,0.05,0.16431061561500573,Low
Bachelors,2015,New Delhi,3,33,Female,No,2,0,"cybersecurity,networking",2,0,2,0.06060606060606061,0.09640782404544355,Low
Bachelors,2016,Bangalore,3,38,Male,No,2,1,"machine learning,python",2,1,2,0.05263157894736842,0.46574518861836556,Low
Bachelors,2013,Bangalore,3,34,Male,No,5,0,"ci/cd,devops,linux",2,0,3,0.14705882352941177,0.13780634004252346,Low
Bachelors,2017,New Delhi,3,38,Female,No,4,0,"data engineering,spark",2,0,2,0.10526315789473684,0.11651018335585957,Low
Bachelors,2018,Pune,2,31,Female,No,3,1,"data analysis,python,sql",2,1,3,0.0967741935483871,0.9427942718843925,High
Bachelors,2014,Pune,3,32,Female,No,4,0,"java,microservices,spring boot",4,0,3,0.125,0.8567425009129227,High
Bachelors,2013,Bangalore,3,35,Male,Yes,1,0,"javascript,react,ui/ux",3,0,3,0.02857142857142857,0.1868604528045469,Low
Bachelors,2014,Bangalore,3,35,Male,No,0,1,"aws,docker,kubernetes",3,1,3,0.0,0.3714858570027839,Low
Bachelors,2012,Bangalore,3,33,Female,No,4,0,"cybersecurity,networking",2,0,2,0.12121212121212122,0.07752864521806058,Low
Bachelors,2012,New Delhi,3,41,Female,No,0,0,"machine learning,python",3,0,2,0.0,0.1089985847309292,Low
Bachelors,2015,Pune,1,31,Female,No,3,1,"ci/cd,devops,linux",2,1,3,0.0967741935483871,0.942010011484767,High
Bachelors,2016,Bangalore,3,34,Male,No,3,0,"data engineering,spark",2,0,2,0.08823529411764706,0.08925950338548103,Low
Masters,2017,New Delhi,2,40,Female,No,2,0,"data analysis,python,sql",4,0,3,0.05,0.4777975388684831,Low
Masters,2016,Bangalore,3,32,Male,No,1,1,"java,microservices,spring boot",3,1,3,0.03125,0.775861486070939,High
Bachelors,2012,Bangalore,3,36,Male,No,5,0,"javascript,react,ui/ux",1,0,3,0.1388888888888889,0.09704876750069241,Low
Bachelors,2014,Pune,2,40,Female,No,3,1,"aws,docker,kubernetes",5,1,3,0.075,0.9404668826895719,High
Bachelors,2012,Pune,3,31,Male,No,3,0,"cybersecurity,networking",1,0,2,0.0967741935483871,0.05311841121556018,Low
Bachelors,2014,Bangalore,1,34,Female,No,5,0,"machine learning,python",5,0,2,0.14705882352941177,0.27731565434973654,Low
Masters,2013,New Delhi,3,41,Female,Yes,2,1,"ci/cd,devops,linux",2,1,3,0.04878048780487805,0.6540102475456109,High
Masters,2017,New Delhi,2,32,Male,No,2,0,"data engineering,spark",3,0,2,0.0625,0.10628906762070049,Low
Bachelors,2016,Bangalore,3,41,Male,No,2,0,"data analysis,python,sql",2,0,3,0.04878048780487805,0.10464377471556081,Low
Masters,2014,New Delhi,3,33,Male,No,3,0,"java,microservices,spring boot",5,0,3,0.09090909090909091,0.16001567091817223,Low
Bachelors,2013,Bangalore,3,33,Female,No,0,1,"javascript,react,ui/ux",5,1,3,0.0,0.38962026811722356,Low
Bachelors,2013,Pune,3,39,Female,No,2,0,"aws,docker,kubernetes",4,0,3,0.05128205128205128,0.5781475679892016,Medium
Masters,2018,Pune,3,40,Male,No,2,1,"cybersecurity,networking",4,1,2,0.05,0.9182657239500396,High
Bachelors,2017,New Delhi,3,34,Male,No,3,0,"machine learning,python",4,0,2,0.08823529411764706,0.06982817744391132,Low
Bachelors,2016,Pune,3,41,Male,Yes,5,0,"ci/cd,devops,linux",2,0,3,0.12195121951219512,0.07854766852795643,Low
Bachelors,2015,Pune,3,37,Male,No,5,1,"data engineering,spark",1,1,2,0.13513513513513514,0.28462557931177673,Low
Masters,2017,Bangalore,3,32,Female,No,4,1,"data analysis,python,sql",1,1,3,0.125,0.5559006134161689,Medium
Bachelors,2017,Bangalore,3,41,Male,No,3,0,"java,microservices,spring boot",4,0,3,0.07317073170731707,0.09647757468093915,Low
